age,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,Label
96,no,no,no,no,no,1,0,1310,False
67,yes,yes,yes,yes,yes,0,0,1661,False
86,yes,yes,yes,yes,yes,1,1,2738,False
99,yes,yes,yes,yes,no,1,0,5203,False
75,yes,yes,yes,yes,yes,1,0,968,True
62,yes,yes,yes,yes,yes,1,0,2860,True
86,no,no,no,no,yes,1,0,2622,False
76,yes,yes,yes,yes,yes,0,0,2302,False
67,yes,yes,yes,yes,yes,1,1,501,False
93,yes,yes,yes,yes,yes,1,0,8786,False
11,yes,yes,yes,yes,yes,1,0,688,False
76,no,no,yes,no,no,1,0,1115,False
95,yes,yes,no,yes,yes,0,0,860,False
95,yes,yes,yes,yes,yes,1,1,2220,False
62,yes,yes,yes,yes,no,1,0,5078,False
81,yes,no,yes,yes,yes,1,0,2937,True
33,yes,yes,yes,yes,yes,1,0,715,False
66,no,no,no,yes,no,1,0,775,False
82,yes,yes,yes,yes,yes,0,0,788,False
65,yes,yes,yes,yes,yes,1,1,929,False
81,yes,yes,yes,yes,no,1,0,4876,False
93,yes,yes,yes,yes,yes,1,0,691,True
49,yes,yes,no,yes,yes,1,0,1601,False
94,no,no,no,no,no,1,0,1439,False
79,yes,yes,no,yes,yes,0,0,2048,False
86,yes,yes,yes,yes,yes,1,1,414,False
84,yes,no,yes,yes,yes,1,0,6053,False
93,yes,yes,no,yes,yes,1,0,2269,True
26,yes,yes,yes,no,yes,1,0,2615,False
99,yes,no,yes,no,yes,1,0,2315,False
85,yes,yes,yes,yes,no,0,0,204,False
86,yes,yes,yes,yes,yes,1,1,1715,False
66,yes,no,yes,yes,yes,1,0,9445,False
96,yes,yes,yes,yes,no,1,0,841,True
13,yes,yes,yes,yes,yes,1,0,2153,False
93,no,no,no,yes,yes,1,0,558,False
87,yes,yes,yes,yes,no,0,0,1865,False
79,yes,yes,yes,yes,yes,1,1,130,False
71,yes,yes,yes,yes,yes,1,0,9226,False
82,yes,yes,yes,yes,yes,1,0,1500,True
52,yes,yes,yes,yes,yes,1,0,1808,False
94,yes,no,no,no,yes,1,0,81,False
85,yes,no,yes,yes,yes,0,0,1635,False
91,yes,yes,yes,yes,no,1,1,721,False
94,yes,yes,yes,yes,yes,1,0,6373,False
87,no,yes,yes,yes,yes,1,0,1566,True
42,yes,yes,yes,yes,yes,1,0,1551,False
79,yes,no,no,no,no,1,0,1694,False
85,yes,yes,yes,no,yes,0,0,1232,False
84,yes,yes,yes,yes,yes,1,1,3000,False
98,yes,yes,yes,yes,yes,1,0,9553,False
66,no,yes,yes,yes,yes,1,0,1913,True
26,no,yes,yes,yes,yes,1,0,2981,False
71,yes,yes,no,no,no,1,0,1117,False
92,yes,yes,yes,yes,yes,0,0,1887,False
91,yes,yes,yes,yes,yes,1,1,2158,False
94,yes,yes,yes,yes,yes,1,0,8310,False
90,yes,yes,no,yes,yes,1,0,2776,True
57,yes,yes,yes,yes,yes,1,0,1704,False
96,no,yes,yes,no,no,1,0,1459,False
96,yes,yes,yes,yes,yes,0,0,1020,False
65,yes,yes,yes,yes,yes,1,1,1422,False
96,yes,yes,no,yes,yes,1,0,9704,False
67,no,yes,yes,yes,yes,1,0,1285,True
35,yes,yes,no,yes,yes,1,0,414,False
97,no,yes,yes,no,no,1,0,483,False
77,yes,yes,yes,yes,yes,0,0,2794,False
98,yes,yes,yes,yes,yes,1,1,1512,False
93,yes,yes,yes,no,yes,1,0,4282,False
38,yes,yes,yes,yes,yes,1,0,121,False
94,no,no,no,no,no,1,0,176,False
95,yes,yes,yes,yes,yes,0,0,938,False
94,yes,yes,yes,no,yes,1,1,256,False
68,yes,yes,yes,yes,no,1,0,8034,False
90,no,yes,yes,yes,yes,1,0,2583,True
9,yes,no,yes,yes,yes,1,0,604,False
87,no,no,no,no,no,1,0,2217,False
95,yes,yes,yes,yes,yes,0,0,2829,False
97,yes,yes,yes,yes,yes,1,1,767,False
67,yes,yes,no,yes,yes,1,0,9205,False
72,yes,no,yes,yes,yes,1,0,994,True
20,yes,yes,yes,yes,yes,1,0,295,False
93,no,yes,no,yes,no,1,0,308,False
67,yes,yes,yes,yes,yes,0,0,709,False
61,yes,yes,yes,yes,yes,1,1,1753,False
79,yes,yes,yes,yes,yes,1,0,9776,False
78,yes,yes,yes,no,yes,1,0,2916,True
40,yes,yes,yes,yes,yes,1,0,691,False
76,no,yes,yes,no,no,1,0,849,False
64,yes,yes,yes,yes,no,0,0,517,False
95,no,yes,yes,yes,yes,1,1,2265,False
93,yes,yes,yes,yes,yes,1,0,6221,False
65,yes,yes,yes,yes,yes,1,0,87,True
35,yes,yes,no,yes,yes,1,0,1795,False
99,yes,no,no,no,no,1,0,958,False
82,no,yes,yes,yes,yes,0,0,1732,False
74,yes,yes,no,yes,yes,1,1,53,False
90,yes,yes,yes,yes,yes,1,0,9145,False
78,yes,yes,yes,yes,yes,1,0,2708,True
18,yes,yes,yes,no,yes,1,0,221,False
96,no,no,yes,yes,no,1,0,382,False
79,yes,yes,yes,yes,no,0,0,2006,False
65,yes,yes,yes,yes,no,1,1,230,False
80,yes,yes,yes,yes,yes,1,0,4493,False
95,yes,yes,yes,yes,yes,1,0,112,True
4,yes,yes,no,yes,yes,1,0,1046,False
73,no,no,no,yes,no,1,0,672,False
65,no,yes,yes,yes,yes,0,0,237,False
62,yes,yes,yes,no,yes,1,1,1744,False
69,yes,yes,yes,yes,yes,1,0,3471,False
97,yes,no,yes,yes,yes,1,0,1420,True
23,yes,yes,yes,yes,no,1,0,1568,False
61,no,no,yes,no,yes,1,0,715,False
87,yes,yes,yes,no,yes,0,0,2400,False
78,yes,yes,yes,no,yes,1,1,2774,False
90,yes,yes,yes,no,yes,1,0,5966,False
78,no,yes,yes,yes,yes,1,0,2996,True
39,yes,yes,yes,yes,yes,1,0,2657,False
74,no,yes,no,no,no,1,0,913,False
71,no,yes,yes,yes,yes,0,0,1527,False
99,yes,yes,yes,yes,yes,1,1,146,False
76,yes,yes,yes,yes,yes,1,0,7241,False
72,yes,yes,yes,yes,yes,1,0,687,True
54,yes,yes,yes,yes,yes,1,0,2069,False
88,no,no,no,no,no,1,0,2665,False
66,yes,yes,yes,yes,yes,0,0,1746,False
84,yes,yes,yes,yes,yes,1,1,1199,False
91,no,yes,yes,yes,yes,1,0,4321,False
98,yes,no,yes,yes,yes,1,0,1970,True
42,yes,yes,yes,yes,yes,1,0,492,False
68,yes,no,no,no,no,1,0,1975,False
89,yes,yes,yes,yes,yes,0,0,2374,False
98,yes,yes,yes,yes,no,1,1,1108,False
90,yes,yes,yes,yes,yes,1,0,5892,False
70,yes,no,yes,yes,yes,1,0,151,True
38,yes,yes,yes,no,yes,1,0,1502,False
72,no,no,no,no,no,1,0,1667,False
92,no,yes,yes,yes,yes,0,0,2152,False
88,yes,yes,yes,yes,yes,1,1,2465,False
99,yes,yes,yes,yes,yes,1,0,5593,False
83,yes,yes,yes,no,yes,1,0,2413,True
16,yes,yes,yes,yes,yes,1,0,1449,False
77,no,no,no,no,no,1,0,1441,False
90,no,yes,yes,yes,yes,0,0,507,False
74,yes,no,yes,yes,yes,1,1,2355,False
78,yes,yes,yes,yes,yes,1,0,7778,False
79,yes,yes,yes,yes,yes,1,0,2675,True
52,yes,yes,yes,yes,yes,1,0,613,False
68,yes,yes,no,no,yes,1,0,2862,False
80,yes,yes,yes,no,yes,0,0,2432,False
66,yes,yes,yes,no,yes,1,1,1420,False
89,yes,yes,yes,yes,no,1,0,4526,False
67,yes,no,yes,yes,yes,1,0,261,True
32,yes,yes,yes,yes,no,1,0,71,False
86,no,yes,no,yes,yes,1,0,1302,False
76,no,yes,yes,yes,yes,0,0,1697,False
69,yes,yes,yes,no,yes,1,1,1822,False
79,yes,yes,yes,yes,yes,1,0,8215,False
89,no,yes,yes,yes,yes,1,0,1314,True
6,yes,yes,yes,yes,yes,1,0,1633,False
92,no,no,no,no,no,1,0,1692,False
78,yes,yes,yes,yes,yes,0,0,168,False
82,yes,yes,yes,yes,yes,1,1,2583,False
87,no,yes,yes,yes,yes,1,0,3554,False
91,yes,yes,no,yes,yes,1,0,822,True
48,yes,yes,yes,no,yes,1,0,2792,False
79,no,no,no,no,no,1,0,250,False
66,yes,yes,yes,yes,yes,0,0,2036,False
65,yes,yes,yes,yes,yes,1,1,2750,False
72,yes,yes,yes,yes,yes,1,0,8319,False
64,yes,yes,yes,no,yes,1,0,416,True
7,yes,yes,yes,yes,yes,1,0,1431,False
96,no,yes,yes,no,no,1,0,2707,False
74,yes,no,yes,yes,yes,0,0,2357,False
80,yes,yes,yes,no,yes,1,1,2803,False
90,yes,yes,yes,yes,yes,1,0,4688,False
60,yes,yes,yes,yes,yes,1,0,1513,True
18,yes,yes,yes,yes,yes,1,0,2420,False
77,no,no,no,no,no,1,0,1011,False
86,yes,yes,yes,yes,yes,0,0,2519,False
81,yes,yes,yes,yes,yes,1,1,2308,False
95,yes,yes,yes,yes,yes,1,0,9197,False
78,yes,yes,yes,yes,yes,1,0,310,True
30,yes,yes,yes,yes,yes,1,0,926,False
71,no,no,no,no,no,1,0,2947,False
73,yes,yes,yes,yes,yes,0,0,628,False
100,yes,yes,yes,yes,yes,1,1,850,False
81,yes,yes,yes,yes,yes,1,0,7261,False
88,no,yes,yes,yes,yes,1,0,1473,True
9,yes,yes,yes,yes,yes,1,0,75,False
75,yes,no,no,no,no,1,0,605,False
61,yes,yes,yes,yes,yes,0,0,306,False
82,yes,yes,no,yes,yes,1,1,2035,False
98,yes,yes,yes,yes,yes,1,0,9123,False
64,yes,yes,yes,yes,yes,1,0,317,True
98,yes,no,no,yes,yes,1,0,1411,False
96,yes,yes,yes,yes,yes,0,0,1753,False
72,yes,yes,yes,yes,no,1,1,967,False
98,yes,yes,no,yes,yes,1,0,7205,False
80,yes,yes,yes,yes,yes,1,0,1531,True
45,yes,yes,yes,no,yes,1,0,2286,False
77,no,yes,no,yes,no,1,0,614,False
79,yes,yes,yes,yes,no,0,0,2020,False
100,yes,yes,yes,yes,no,1,1,1439,False
94,yes,yes,yes,yes,yes,1,0,4885,False
81,yes,yes,yes,no,yes,1,0,350,True
15,yes,yes,yes,yes,yes,1,0,1285,False
81,no,no,no,no,no,1,0,1272,False
76,yes,yes,yes,no,yes,0,0,788,False
81,yes,yes,yes,yes,yes,1,1,2620,False
83,yes,yes,yes,yes,no,1,0,4850,False
70,yes,yes,no,yes,yes,1,0,854,True
51,no,yes,yes,yes,yes,1,0,2531,False
75,yes,no,yes,yes,no,1,0,2795,False
70,yes,yes,yes,yes,yes,0,0,686,False
77,yes,yes,yes,no,yes,1,1,578,False
98,yes,no,yes,yes,yes,1,0,6810,False
99,yes,no,yes,yes,yes,1,0,361,True
59,yes,yes,yes,yes,yes,1,0,449,False
84,yes,yes,no,yes,no,1,0,934,False
64,yes,yes,yes,yes,yes,0,0,1141,False
63,yes,yes,yes,yes,no,1,1,2600,False
66,yes,yes,yes,yes,yes,1,0,3050,False
61,yes,yes,no,yes,yes,1,0,35,True
44,yes,yes,yes,yes,yes,1,0,1351,False
98,no,no,yes,no,yes,1,0,294,False
71,yes,yes,yes,yes,yes,0,0,899,False
67,yes,yes,yes,yes,yes,1,1,1919,False
93,yes,yes,yes,yes,no,1,0,9995,False
92,yes,yes,yes,yes,no,1,0,366,True
54,yes,yes,yes,yes,yes,1,0,463,False
100,no,no,no,yes,yes,1,0,272,False
97,yes,yes,yes,no,yes,0,0,2819,False
98,yes,yes,yes,no,yes,1,1,828,False
99,yes,yes,yes,yes,no,1,0,5101,False
73,yes,yes,yes,yes,yes,1,0,2880,True
59,yes,yes,yes,yes,no,1,0,730,False
73,yes,yes,yes,no,no,1,0,231,False
78,yes,yes,yes,yes,yes,0,0,2426,False
75,yes,no,yes,yes,yes,1,1,1071,False
96,yes,yes,yes,yes,yes,1,0,3366,False
78,yes,no,yes,yes,yes,1,0,1129,True
51,yes,yes,yes,yes,no,1,0,648,False
99,no,yes,yes,yes,no,1,0,727,False
91,yes,yes,yes,yes,yes,0,0,1167,False
74,yes,yes,yes,yes,yes,1,1,659,False
77,yes,yes,yes,yes,yes,1,0,5329,False
76,yes,yes,yes,yes,yes,1,0,2125,True
12,yes,yes,yes,yes,yes,1,0,596,False
78,yes,no,no,yes,yes,1,0,1550,False
70,yes,yes,no,yes,yes,0,0,2284,False
67,yes,yes,yes,yes,yes,1,1,1320,False
92,yes,yes,yes,yes,yes,1,0,6962,False
99,no,yes,yes,yes,yes,1,0,2840,True
7,yes,yes,yes,yes,yes,1,0,548,False
82,yes,yes,no,no,yes,1,0,2425,False
60,yes,yes,yes,yes,yes,0,0,911,False
86,yes,yes,yes,yes,yes,1,1,2395,False
81,yes,yes,no,yes,yes,1,0,8084,False
45,yes,yes,yes,no,yes,1,0,383,False
91,no,no,no,no,yes,1,0,889,False
100,yes,yes,yes,yes,no,0,0,103,False
65,yes,yes,yes,no,yes,1,1,2015,False
67,yes,yes,no,yes,yes,1,0,5842,False
98,yes,yes,yes,yes,no,1,0,947,True
50,yes,no,yes,yes,yes,1,0,914,False
85,no,yes,yes,no,yes,1,0,1912,False
96,yes,yes,yes,yes,yes,0,0,1762,False
77,yes,yes,yes,yes,no,1,1,2155,False
60,yes,yes,yes,yes,yes,1,0,3567,False
95,yes,yes,yes,no,yes,1,0,2254,True
42,no,yes,yes,yes,yes,1,0,2146,False
76,yes,yes,no,yes,no,1,0,2362,False
64,yes,no,yes,yes,yes,0,0,158,False
75,yes,no,yes,yes,yes,1,1,2845,False
91,no,yes,yes,yes,yes,1,0,8286,False
83,no,yes,yes,yes,yes,1,0,1385,True
9,yes,yes,yes,yes,yes,1,0,2667,False
91,no,no,no,yes,no,1,0,860,False
94,yes,yes,yes,yes,no,0,0,1766,False
93,no,yes,yes,yes,yes,1,1,2318,False
78,yes,yes,yes,yes,yes,1,0,8300,False
80,yes,yes,no,yes,yes,1,0,1792,True
13,yes,yes,yes,no,yes,1,0,1144,False
84,no,yes,no,yes,yes,1,0,2410,False
68,yes,yes,yes,yes,yes,0,0,2425,False
74,yes,yes,yes,yes,yes,1,1,2327,False
69,yes,yes,yes,yes,no,1,0,9369,False
65,yes,yes,yes,yes,yes,1,0,1685,True
22,yes,yes,yes,yes,yes,1,0,693,False
72,no,no,no,no,no,1,0,2711,False
79,yes,yes,yes,yes,yes,0,0,396,False
84,yes,yes,no,yes,yes,1,1,1072,False
67,no,yes,yes,yes,yes,1,0,5587,False
83,no,yes,yes,yes,yes,1,0,2499,True
24,yes,yes,yes,yes,yes,1,0,1982,False
94,no,no,yes,no,yes,1,0,2026,False
90,yes,yes,yes,yes,yes,0,0,866,False
79,no,yes,yes,yes,yes,1,1,806,False
82,yes,yes,yes,yes,yes,1,0,7566,False
97,yes,yes,no,yes,yes,1,0,2104,True
5,no,yes,yes,yes,yes,1,0,583,False
92,no,no,yes,yes,yes,1,0,2602,False
72,yes,no,yes,yes,yes,0,0,404,False
64,yes,yes,no,yes,yes,1,1,1186,False
60,yes,yes,yes,yes,yes,1,0,6327,False
91,yes,no,yes,yes,yes,1,0,1526,True
46,yes,no,yes,yes,yes,1,0,2492,False
69,yes,yes,yes,no,no,1,0,2911,False
85,no,yes,yes,yes,yes,0,0,2766,False
99,no,yes,yes,yes,yes,1,1,363,False
99,yes,yes,yes,yes,yes,1,0,7737,False
13,yes,yes,yes,yes,yes,1,0,459,False
66,yes,no,no,yes,yes,1,0,1247,False
94,no,yes,yes,yes,yes,0,0,516,False
93,yes,yes,yes,no,yes,1,1,2659,False
93,no,yes,yes,yes,yes,1,0,6398,False
35,yes,yes,yes,yes,yes,1,0,2657,False
66,no,no,no,no,no,1,0,2726,False
83,yes,yes,yes,yes,yes,0,0,1562,False
92,yes,yes,yes,yes,yes,1,1,2526,False
100,yes,yes,yes,yes,yes,1,0,6443,False
71,yes,no,yes,yes,yes,1,0,2948,True
51,yes,yes,yes,no,yes,1,0,925,False
78,no,yes,no,no,no,1,0,524,False
100,yes,yes,yes,yes,no,0,0,59,False
66,no,yes,yes,yes,yes,1,1,2822,False
90,yes,no,yes,yes,yes,1,0,3554,False
94,yes,yes,no,yes,yes,1,0,2689,True
38,yes,yes,yes,yes,yes,1,0,2312,False
85,no,no,no,no,no,1,0,139,False
69,yes,no,yes,yes,yes,0,0,1092,False
62,yes,no,yes,yes,yes,1,1,96,False
89,yes,yes,yes,no,yes,1,0,3968,False
49,yes,yes,yes,yes,no,1,0,45,False
83,no,no,no,no,no,1,0,475,False
79,yes,yes,no,yes,yes,0,0,1183,False
91,no,yes,yes,yes,yes,1,1,2195,False
79,yes,no,yes,yes,yes,1,0,6234,False
63,yes,yes,yes,yes,yes,1,0,1759,True
32,yes,yes,yes,yes,yes,1,0,2702,False
89,no,yes,no,no,no,1,0,822,False
100,no,yes,yes,yes,yes,0,0,1470,False
79,yes,no,yes,yes,yes,1,1,2636,False
72,yes,yes,yes,yes,yes,1,0,4392,False
60,yes,no,yes,yes,yes,1,0,1962,True
8,yes,yes,yes,yes,yes,1,0,1256,False
73,no,no,no,yes,no,1,0,1242,False
85,yes,yes,yes,no,yes,0,0,1389,False
74,yes,yes,yes,no,yes,1,1,865,False
63,yes,yes,yes,yes,yes,1,0,3332,False
75,yes,yes,yes,yes,yes,1,0,2626,True
20,yes,yes,yes,yes,yes,1,0,1471,False
69,no,no,no,no,no,1,0,308,False
95,yes,yes,yes,yes,yes,0,0,1553,False
94,yes,yes,yes,yes,no,1,1,1345,False
72,yes,yes,yes,yes,yes,1,0,5346,False
22,yes,yes,yes,yes,no,1,0,1454,False
92,no,no,no,no,no,1,0,231,False
67,yes,yes,yes,yes,no,0,0,2474,False
82,yes,yes,no,yes,yes,1,1,1064,False
65,yes,no,yes,yes,yes,1,0,7564,False
85,yes,yes,yes,yes,no,1,0,436,True
46,yes,no,yes,yes,yes,1,0,2856,False
97,no,no,no,no,no,1,0,1951,False
73,yes,yes,yes,yes,yes,0,0,875,False
95,yes,yes,no,yes,yes,1,1,2909,False
96,yes,yes,yes,yes,yes,1,0,9068,False
70,yes,yes,no,yes,yes,1,0,2686,True
0,yes,yes,no,yes,yes,1,0,2224,False
91,yes,no,no,yes,no,1,0,2545,False
97,yes,yes,yes,yes,yes,0,0,1096,False
96,no,yes,yes,yes,yes,1,1,2995,False
74,yes,yes,yes,yes,yes,1,0,8233,False
77,yes,yes,yes,no,yes,1,0,1379,True
5,no,yes,yes,yes,yes,1,0,1895,False
83,no,no,no,no,no,1,0,5,False
98,yes,yes,yes,yes,yes,0,0,1661,False
97,yes,yes,yes,yes,yes,1,1,2142,False
66,no,yes,yes,yes,yes,1,0,3506,False
88,yes,yes,no,yes,yes,1,0,1125,True
59,no,yes,yes,yes,yes,1,0,1475,False
97,no,no,no,no,no,1,0,615,False
65,yes,no,yes,yes,yes,0,0,422,False
63,yes,yes,no,yes,yes,1,1,1511,False
66,yes,no,yes,yes,yes,1,0,9233,False
85,no,yes,yes,yes,yes,1,0,263,True
38,yes,yes,yes,yes,yes,1,0,2325,False
66,yes,no,yes,yes,no,1,0,2569,False
67,yes,yes,yes,yes,no,0,0,710,False
65,yes,no,yes,yes,yes,1,0,3274,False
96,no,yes,yes,yes,yes,1,0,811,True
57,yes,yes,yes,yes,yes,1,0,2379,False
67,no,no,yes,no,yes,1,0,1568,False
86,yes,yes,yes,yes,no,0,0,2756,False
86,yes,yes,yes,yes,yes,1,1,1597,False
84,yes,yes,yes,yes,no,1,0,8997,False
61,no,yes,yes,yes,yes,1,0,1444,True
58,yes,yes,yes,yes,no,1,0,1063,False
66,no,no,no,yes,no,1,0,2514,False
88,yes,no,yes,yes,yes,0,0,1866,False
96,yes,yes,no,yes,yes,1,1,810,False
74,yes,yes,yes,yes,yes,1,0,3508,False
89,yes,yes,yes,yes,yes,1,0,327,True
40,yes,yes,yes,yes,no,1,0,2167,False
82,no,no,no,no,no,1,0,2857,False
69,yes,no,yes,yes,yes,0,0,1277,False
98,yes,no,yes,yes,yes,1,1,2434,False
65,yes,yes,no,yes,yes,1,0,9035,False
78,yes,yes,yes,yes,no,1,0,1319,True
60,yes,yes,yes,yes,yes,1,0,585,True
96,no,yes,no,yes,no,1,0,158,False
77,no,yes,yes,yes,yes,0,0,1355,False
93,yes,yes,yes,yes,no,1,1,1880,False
99,yes,yes,yes,yes,yes,1,0,9297,False
55,yes,no,yes,yes,yes,1,0,2897,False
70,no,no,no,no,no,1,0,543,False
68,yes,yes,yes,yes,yes,0,0,2518,False
77,yes,yes,yes,yes,yes,1,1,629,False
91,yes,yes,yes,yes,yes,1,0,5055,False
65,yes,yes,yes,no,yes,1,0,742,True
31,yes,yes,yes,no,yes,1,0,2361,False
72,no,no,no,no,no,1,0,2146,False
84,yes,yes,yes,yes,yes,0,0,151,False
62,yes,yes,no,yes,yes,1,1,2017,False
79,yes,yes,yes,yes,no,1,0,9431,False
99,no,no,no,no,no,1,0,945,False
77,yes,yes,yes,yes,yes,0,0,941,False
66,yes,yes,yes,yes,yes,1,1,829,False
60,yes,yes,yes,yes,yes,1,0,8289,False
80,yes,yes,yes,yes,yes,1,0,2457,True
56,yes,yes,yes,yes,no,1,0,445,False
100,no,no,yes,yes,no,1,0,2664,False
71,yes,yes,no,yes,yes,0,0,214,False
89,yes,yes,yes,yes,yes,1,1,1078,False
86,yes,yes,yes,yes,yes,1,0,5433,False
80,yes,yes,yes,yes,yes,1,0,2071,True
16,yes,yes,yes,yes,yes,1,0,1333,False
76,no,yes,no,no,yes,1,0,940,False
91,yes,yes,yes,yes,yes,0,0,947,False
91,yes,yes,no,yes,yes,1,1,234,False
97,yes,no,yes,yes,yes,1,0,9752,False
65,yes,yes,yes,yes,yes,1,0,669,True
56,no,yes,yes,yes,yes,1,0,2404,False
98,yes,no,no,no,no,1,0,131,False
66,yes,yes,yes,yes,yes,0,0,1493,False
61,yes,yes,yes,yes,yes,1,1,2248,False
99,yes,yes,yes,yes,yes,1,0,8421,False
69,yes,yes,yes,yes,yes,1,0,2533,True
34,yes,yes,yes,yes,yes,1,0,1416,False
84,yes,no,no,no,no,1,0,2922,False
77,yes,yes,yes,yes,yes,0,0,1134,False
94,yes,no,yes,yes,yes,1,1,1507,False
79,yes,yes,yes,yes,yes,1,0,4993,False
86,yes,yes,yes,no,yes,1,0,1506,True
59,yes,yes,yes,yes,yes,1,0,763,False
89,no,no,no,no,no,1,0,2449,False
89,yes,yes,yes,yes,yes,0,0,1459,False
79,yes,yes,yes,no,yes,1,1,2683,False
68,yes,yes,yes,yes,yes,1,0,5949,False
70,yes,no,yes,yes,yes,1,0,226,True
19,yes,yes,yes,yes,yes,1,0,254,False
87,no,yes,yes,no,no,1,0,1770,False
95,yes,yes,yes,yes,yes,0,0,1756,False
60,yes,yes,yes,yes,yes,1,1,546,False
99,yes,yes,no,yes,yes,1,0,9832,False
70,yes,yes,yes,yes,yes,1,0,757,True
44,yes,yes,yes,yes,yes,1,0,1965,False
73,no,no,yes,yes,no,1,0,23,False
77,no,yes,yes,yes,yes,0,0,714,False
77,yes,no,yes,yes,yes,1,1,1156,False
84,yes,yes,yes,yes,no,1,0,9562,False
92,yes,yes,no,yes,yes,1,0,2350,True
28,yes,yes,yes,yes,yes,1,0,1711,False
81,no,yes,no,no,yes,1,0,354,False
69,yes,yes,yes,yes,yes,0,0,2642,False
66,yes,yes,yes,yes,yes,1,1,2957,False
78,yes,yes,yes,no,yes,1,0,4297,False
97,yes,no,yes,yes,yes,1,0,2374,True
59,yes,yes,yes,no,yes,1,0,2399,False
74,yes,no,no,yes,yes,1,0,2175,False
77,yes,yes,yes,yes,yes,0,0,2380,False
64,yes,yes,yes,yes,yes,1,1,657,False
92,yes,yes,yes,yes,yes,1,0,7143,False
65,yes,yes,yes,yes,no,1,0,367,True
46,yes,yes,yes,yes,yes,1,0,211,False
65,no,no,no,no,no,1,0,2149,False
75,yes,no,yes,yes,yes,0,0,1242,False
91,yes,yes,yes,yes,yes,1,1,2427,False
70,yes,yes,yes,yes,yes,1,0,8283,False
89,yes,yes,yes,yes,yes,1,0,1387,True
39,yes,yes,yes,yes,yes,1,0,656,False
60,no,no,yes,no,no,1,0,1547,False
97,yes,yes,yes,no,yes,0,0,1433,False
98,yes,yes,yes,yes,no,1,1,1789,False
88,yes,yes,yes,yes,yes,1,0,7304,False
69,yes,no,yes,yes,yes,1,0,960,True
27,no,yes,yes,yes,yes,1,0,2426,False
93,no,no,no,no,no,1,0,2025,False
76,yes,yes,yes,yes,yes,0,0,2615,False
78,yes,yes,yes,yes,yes,1,1,2121,False
87,yes,no,yes,yes,yes,1,0,9917,False
75,yes,yes,yes,yes,no,1,0,374,True
60,yes,yes,yes,yes,yes,1,0,1347,True
89,yes,yes,no,yes,no,1,0,2524,False
66,no,yes,yes,yes,yes,0,0,2776,False
91,yes,yes,yes,yes,no,1,1,2688,False
91,yes,yes,yes,yes,yes,1,0,8270,False
93,yes,no,yes,yes,yes,1,0,2396,True
56,yes,no,yes,yes,yes,1,0,871,False
99,yes,yes,no,no,no,1,0,2070,False
67,yes,yes,yes,yes,no,0,0,2825,False
90,yes,yes,yes,yes,no,1,1,1618,False
79,yes,yes,yes,yes,yes,1,0,8364,False
84,yes,yes,yes,yes,yes,1,0,1303,True
5,yes,yes,yes,yes,yes,1,0,14,False
76,no,yes,yes,yes,no,1,0,1011,False
65,yes,yes,yes,yes,no,0,0,166,False
94,yes,yes,yes,yes,yes,1,1,2004,False
76,yes,yes,yes,yes,yes,1,0,3615,False
79,yes,yes,yes,yes,yes,1,0,2226,True
14,yes,yes,yes,no,yes,1,0,335,False
82,no,no,no,yes,no,1,0,2385,False
68,yes,yes,no,yes,yes,0,0,2946,False
76,yes,no,yes,yes,yes,1,1,1144,False
78,yes,yes,yes,yes,no,1,0,3143,False
70,yes,yes,yes,no,yes,1,0,951,True
3,yes,yes,yes,yes,yes,1,0,497,False
68,yes,no,no,no,no,1,0,479,False
87,yes,yes,yes,yes,yes,0,0,541,False
92,yes,no,yes,yes,yes,1,1,2513,False
63,yes,yes,yes,yes,yes,1,0,5737,False
49,yes,yes,yes,yes,yes,1,0,1314,False
67,no,no,yes,no,no,1,0,335,False
73,yes,yes,yes,yes,no,0,0,2632,False
72,yes,yes,yes,yes,yes,1,1,927,False
72,yes,yes,yes,yes,no,1,0,7026,False
66,yes,yes,yes,yes,no,1,0,2268,True
48,yes,yes,yes,no,yes,1,0,408,False
75,yes,no,yes,no,no,1,0,1320,False
95,yes,yes,no,yes,yes,0,0,1361,False
82,yes,yes,yes,yes,yes,1,1,72,False
81,yes,yes,yes,yes,no,1,0,4522,False
73,yes,no,yes,yes,yes,1,0,87,True
43,yes,yes,yes,yes,yes,1,0,509,False
66,no,no,yes,no,yes,1,0,2781,False
90,yes,yes,yes,yes,yes,0,0,1643,False
64,yes,yes,yes,yes,yes,1,1,507,False
73,yes,yes,no,yes,yes,1,0,3279,False
97,no,yes,yes,yes,yes,1,0,1919,True
36,yes,yes,no,yes,yes,1,0,250,False
94,no,yes,yes,yes,no,1,0,80,False
76,yes,yes,yes,no,yes,0,0,877,False
80,yes,yes,yes,no,yes,1,1,2240,False
100,no,yes,yes,yes,yes,1,0,5387,False
69,yes,yes,yes,yes,yes,1,0,2682,True
8,yes,yes,yes,yes,yes,1,0,147,False
93,no,no,no,no,yes,1,0,1621,False
79,yes,yes,yes,yes,yes,0,0,2998,False
99,yes,no,yes,yes,yes,1,1,2964,False
69,yes,yes,yes,no,yes,1,0,3027,False
83,yes,yes,yes,yes,yes,1,0,2234,True
45,yes,yes,yes,yes,no,1,0,1746,False
73,yes,yes,no,yes,no,1,0,1717,False
68,yes,yes,yes,yes,yes,0,0,1815,False
